Año;Tipo.UI;Cuadrante;Partida.Institucional;Institución;Programa.pptario;Clasificador;Partida.de.gastos;Programa/.Instrumento/.Concurso;Nombre.de.la.Iniciativa;Código;OSE.(NABS).Categoría;OSE.(NABS).Subcategoría;SE;Región;EG;ECC;MF;GBARD.M$.corriente;GBARD
01-01-2022;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.03.160;Fondo Nacional de Desarrollo Científico y Tecnológico;POSTDOCTORADO;IMPACT OF ANTIDEPRESSANTS DURING PREGNANCY: CELLULAR MECHANISMS FOR CRANIOFACIAL DEFECTS;3190798;13. Progreso_GC_otras_fuentes;13.3 I+D relacionada con las cs. médicas;Enseñanza superior;Metropolitana de Stgo.;con EG;sin ECC;Concurso;12376,7;12859,3913
01-01-2022;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.03.160;Fondo Nacional de Desarrollo Científico y Tecnológico;POSTDOCTORADO;REGULACION DE LA FUNCION DE CELUAS DENDRITICAS HUMANAS POR EL SENSOR DE LA RESPUESTA A PROTEINAS MAL PLEGADAS IRE1A;3190856;13. Progreso_GC_otras_fuentes;13.1 I+D relacionada con las cs. naturales;Enseñanza superior;Metropolitana de Stgo.;con EG;sin ECC;Concurso;8080,1;8395,2239
01-01-2022;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.03.160;Fondo Nacional de Desarrollo Científico y Tecnológico;POSTDOCTORADO;PRODUCTION OF XILO-OLIGOSACCHARIDES BY ENZYMATIC HYDROLYSIS OF CELLULOSE AND IN-SITU MICROBIAL FERMENTATION;3200004;13. Progreso_GC_otras_fuentes;13.2 I+D relacionada con la ingeniería;Enseñanza superior;Metropolitana de Stgo.;con EG;sin ECC;Concurso;28076;29170,964
01-01-2022;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.03.160;Fondo Nacional de Desarrollo Científico y Tecnológico;POSTDOCTORADO;HACIA UNA FILOSOFIA PEDAGOGICA MAPUCHE: FRONTERAS SEMANTICAS ENTRE EL MAPUZUNGUN Y EL CASTELLANO EN LA PEDAGOGIA MAPUCHE.;3200009;13. Progreso_GC_otras_fuentes;13.6 I+D relacionada con las humanidades y arte;Enseñanza superior;Valparaíso;con EG;sin ECC;Concurso;26366;27394,274
01-01-2022;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.03.160;Fondo Nacional de Desarrollo Científico y Tecnológico;POSTDOCTORADO;RESPONSABILIDAD SOCIAL EMPRESARIA Y MINERIA DE GRAN ESCALA EN CHILE. ANALISIS DE LAS ESTRATEGIAS DE RELACIONAMIENTO COMUNITARIO A PARTIR DE LOS CASOS DIVISION ANDINA Y DIVISION VENTANAS DE CODELCO.;3200013;13. Progreso_GC_otras_fuentes;13.5 I+D relacionada con las cs. sociales;Enseñanza superior;Valparaíso;con EG;sin ECC;Concurso;27591;28667,049
01-01-2023;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.03.160;Fondo Nacional de Desarrollo Científico y Tecnológico;POSTDOCTORADO;RESPONSABILIDAD SOCIAL EMPRESARIA Y MINERIA DE GRAN ESCALA EN CHILE. ANALISIS DE LAS ESTRATEGIAS DE RELACIONAMIENTO COMUNITARIO A PARTIR DE LOS CASOS DIVISION ANDINA Y DIVISION VENTANAS DE CODELCO.;3200013;13. Progreso_GC_otras_fuentes;13.5 I+D relacionada con las cs. sociales;Enseñanza superior;Valparaíso;con EG;sin ECC;Concurso;28052;28052
01-01-2022;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.03.160;Fondo Nacional de Desarrollo Científico y Tecnológico;POSTDOCTORADO;VIOLENCIAS EPISTEMOLOGICAS EN LA CONSTRUCCION CIENTIFICA DE LA “PROSTITUTA NATA”. LA MEDICINA Y LA PSIQUIATRIA FRENTE A LA NORMALIZACION DE LA SEXUALIDAD FEMENINA EN CHILE. 1892-1942.;3200016;13. Progreso_GC_otras_fuentes;13.6 I+D relacionada con las humanidades y arte;Enseñanza superior;Metropolitana de Stgo.;con EG;sin ECC;Concurso;10500;10909,5
01-01-2022;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.03.160;Fondo Nacional de Desarrollo Científico y Tecnológico;POSTDOCTORADO;EXPLORACIONES FENOMENOLOGICAS Y VIDEOGRAFICAS DE LA DIMENSION ESTETICA EN PROCESOS DE FORMACION INICIAL DOCENTE (FID);3200018;13. Progreso_GC_otras_fuentes;13.5 I+D relacionada con las cs. sociales;Enseñanza superior;Metropolitana de Stgo.;con EG;sin ECC;Concurso;26760;27803,64
01-01-2022;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.03.160;Fondo Nacional de Desarrollo Científico y Tecnológico;POSTDOCTORADO;LOS CONTRERAS TRASANDINOS: REPRESENTACIONES ESCRITAS Y VISUALES DEL PERONISMO EN LA PRENSA CHILENA, 1943-1958;3200023;13. Progreso_GC_otras_fuentes;13.6 I+D relacionada con las humanidades y arte;Enseñanza superior;Metropolitana de Stgo.;con EG;sin ECC;Concurso;28076;29170,964
01-01-2022;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.03.160;Fondo Nacional de Desarrollo Científico y Tecnológico;POSTDOCTORADO;EL PAPEL DE LA (DES)HUMANIZACION DE POBRES Y RICOS EN EL MANTENIMIENTO DE LA DESIGUALDAD ECONOMICA EN EL CONTEXTO CHILENO.;3200031;13. Progreso_GC_otras_fuentes;13.5 I+D relacionada con las cs. sociales;Enseñanza superior;Metropolitana de Stgo.;con EG;sin ECC;Concurso;15854,482;16472,8068
01-01-2022;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.03.160;Fondo Nacional de Desarrollo Científico y Tecnológico;POSTDOCTORADO;DE LAS LLAVES DE LA TRANSICION A LAS LLAVES DE LA MONEDA. UNA HISTORIA POLITICO-SOCIAL DE RENOVACION NACIONAL (1987-2014).;3200032;13. Progreso_GC_otras_fuentes;13.6 I+D relacionada con las humanidades y arte;Enseñanza superior;Metropolitana de Stgo.;con EG;sin ECC;Concurso;27001;28054,039
01-01-2022;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.03.160;Fondo Nacional de Desarrollo Científico y Tecnológico;POSTDOCTORADO;DIVERSIFICATION OF THE GUT MICROBIOTA OF THE NOTOTHENIOID FISH HARPAGIFER: A NEW INSIGHT INTO THE BIOGEOGRAPHY OF MICROORGANISMS IN THE SOUTHERN OCEAN;3200036;13. Progreso_GC_otras_fuentes;13.1 I+D relacionada con las cs. naturales;Enseñanza superior;Metropolitana de Stgo.;con EG;sin ECC;Concurso;28076;29170,964
01-01-2022;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.03.160;Fondo Nacional de Desarrollo Científico y Tecnológico;POSTDOCTORADO;DESIGN OF ORGANIC HYBRID MATERIALS FOR HIGHLY EFFICIENT AND RELIABLE SOLAR CELLS.;3200046;13. Progreso_GC_otras_fuentes;13.1 I+D relacionada con las cs. naturales;Enseñanza superior;Metropolitana de Stgo.;con EG;sin ECC;Concurso;28076;29170,964
01-01-2022;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.03.160;Fondo Nacional de Desarrollo Científico y Tecnológico;POSTDOCTORADO;AN EXPERIENCE TO FORGET: INVESTIGATING A NOVEL METHOD OF DISRUPTION OF CONSOLIDATED MEMORY IN EEG-RECORDED HUMAN SUBJECTS DURING POST-LEARNING SLEEP;3200051;13. Progreso_GC_otras_fuentes;13.2 I+D relacionada con la ingeniería;Enseñanza superior;Metropolitana de Stgo.;con EG;sin ECC;Concurso;25856;26864,384
01-01-2022;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.03.160;Fondo Nacional de Desarrollo Científico y Tecnológico;POSTDOCTORADO;TGF-BETA1 CYTOKINE MODULATES AXONAL REGENERATION AND SCHWANN CELLS HOMEOSTASIS IN PERIPHERAL NERVES OF ZEBRAFISH;3200061;13. Progreso_GC_otras_fuentes;13.1 I+D relacionada con las cs. naturales;Enseñanza superior;Metropolitana de Stgo.;con EG;sin ECC;Concurso;28076;29170,964
01-01-2022;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.03.160;Fondo Nacional de Desarrollo Científico y Tecnológico;POSTDOCTORADO;DESINFECCION ELECTROQUIMICA USANDO NUEVOS ELECTRODOS DIMENSIONALMENTE ESTABLES (DSA-TYPE) NANOESTRUCTURADOS;3200062;13. Progreso_GC_otras_fuentes;13.1 I+D relacionada con las cs. naturales;Enseñanza superior;Metropolitana de Stgo.;con EG;sin ECC;Concurso;28076;29170,964
01-01-2022;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.03.160;Fondo Nacional de Desarrollo Científico y Tecnológico;POSTDOCTORADO;DEGRADACION DE ANTIBIOTICOS DE USO INDUSTRIAL: DESARROLLO Y APLICACION DE NANOESTRUCTURAS ACTIVAS CON CARACTER MAGNETICO Y CATALITICO;3200063;13. Progreso_GC_otras_fuentes;13.2 I+D relacionada con la ingeniería;Enseñanza superior;Metropolitana de Stgo.;con EG;sin ECC;Concurso;28076;29170,964
01-01-2022;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.03.160;Fondo Nacional de Desarrollo Científico y Tecnológico;POSTDOCTORADO;RATIONAL DESIGNING OF NANOSTRUCTURED TERNARY ELECTROCATALYSTS FOR WATER SPLITTING USING PHOTOELECTROCHEMICAL CELLS;3200076;13. Progreso_GC_otras_fuentes;13.2 I+D relacionada con la ingeniería;Enseñanza superior;Biobío;con EG;sin ECC;Concurso;27596;28672,244
01-01-2023;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.03.160;Fondo Nacional de Desarrollo Científico y Tecnológico;POSTDOCTORADO;RATIONAL DESIGNING OF NANOSTRUCTURED TERNARY ELECTROCATALYSTS FOR WATER SPLITTING USING PHOTOELECTROCHEMICAL CELLS;3200076;13. Progreso_GC_otras_fuentes;13.2 I+D relacionada con la ingeniería;Enseñanza superior;Biobío;con EG;sin ECC;Concurso;10500;10500
01-01-2022;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.03.160;Fondo Nacional de Desarrollo Científico y Tecnológico;POSTDOCTORADO;PERFORMATIVIDADES DIGITALES DEL AFECTO Y LA SEXUALIDAD;3200078;13. Progreso_GC_otras_fuentes;13.6 I+D relacionada con las humanidades y arte;Enseñanza superior;Metropolitana de Stgo.;con EG;sin ECC;Concurso;28076;29170,964
01-01-2022;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.03.160;Fondo Nacional de Desarrollo Científico y Tecnológico;POSTDOCTORADO;DUST EMISSION AND DEPOSITION IN SOUTH AMERICA AND THE SOUTH ATLANTIC OCEAN AT VARIOUS TIMES DURING THE HOLOCENE AND LAST DEGLACIATION: A COMBINED MODELLING AND PROXY DATA APPROACH;3200085;13. Progreso_GC_otras_fuentes;13.1 I+D relacionada con las cs. naturales;Enseñanza superior;Metropolitana de Stgo.;con EG;sin ECC;Concurso;27906;28994,334
01-01-2022;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.03.160;Fondo Nacional de Desarrollo Científico y Tecnológico;POSTDOCTORADO;ACOUSTIC DROP-ON-DEMAND EJECTION OF HIGHLY VISCOUS CELLULOSE NANOFIBERS (CNFS) AND CNFS/SALMON GELATIN INKS FOR SOFT MATTER 3D PRINTING APPLICATIONS;3200093;13. Progreso_GC_otras_fuentes;13.2 I+D relacionada con la ingeniería;Enseñanza superior;Metropolitana de Stgo.;con EG;sin ECC;Concurso;27976;29067,064
01-01-2022;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.03.160;Fondo Nacional de Desarrollo Científico y Tecnológico;POSTDOCTORADO;RATIONAL DESIGN OF ULTRA LOW PLATINUM TO ATOMICALLY DISPERSED METAL CATALYSTS FOR ELECTRO-REDUCTION OF OXYGEN IN POLYMER ELECTROLYTE MEMBRANE FUEL CELLS;3200113;13. Progreso_GC_otras_fuentes;13.2 I+D relacionada con la ingeniería;Enseñanza superior;Biobío;con EG;sin ECC;Concurso;27596;28672,244
01-01-2023;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.03.160;Fondo Nacional de Desarrollo Científico y Tecnológico;POSTDOCTORADO;RATIONAL DESIGN OF ULTRA LOW PLATINUM TO ATOMICALLY DISPERSED METAL CATALYSTS FOR ELECTRO-REDUCTION OF OXYGEN IN POLYMER ELECTROLYTE MEMBRANE FUEL CELLS;3200113;13. Progreso_GC_otras_fuentes;13.2 I+D relacionada con la ingeniería;Enseñanza superior;Biobío;con EG;sin ECC;Concurso;28076;28076
01-01-2022;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.03.160;Fondo Nacional de Desarrollo Científico y Tecnológico;POSTDOCTORADO;BIO-BASED HYDROGELS FROM DIFFERENT LIGNOCELLULOSIC SOURCES FOR METAL IONS REMOVAL FROM AQUEOUS SOLUTIONS.;3200114;13. Progreso_GC_otras_fuentes;13.2 I+D relacionada con la ingeniería;Enseñanza superior;Biobío;con EG;sin ECC;Concurso;10500;10909,5
01-01-2022;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.03.160;Fondo Nacional de Desarrollo Científico y Tecnológico;POSTDOCTORADO;PROPAGATION OF CHAOS, THERMOSTATS, AND ENTROPIC PROPAGATION OF CHAOS IN KAC’S MODEL;3200130;13. Progreso_GC_otras_fuentes;13.1 I+D relacionada con las cs. naturales;Enseñanza superior;Metropolitana de Stgo.;con EG;sin ECC;Concurso;27676;28755,364
01-01-2022;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.03.160;Fondo Nacional de Desarrollo Científico y Tecnológico;POSTDOCTORADO;TRANSFERENCIA DE NUTRIENTES Y MECANISMOS DE SUPRESION EN LA SIMBIOSIS DE HONGOS MICORRIZICOS CON PLANTAS MICOHETEROTROFAS NATIVAS DEL BOSQUE TEMPLADO-LLUVIOSO DEL SUR DE CHILE.;3200134;13. Progreso_GC_otras_fuentes;13.1 I+D relacionada con las cs. naturales;Enseñanza superior;La Araucanía;con EG;sin ECC;Concurso;10500;10909,5
01-01-2022;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.03.160;Fondo Nacional de Desarrollo Científico y Tecnológico;POSTDOCTORADO;THE INFLUENCE OF DYNAMIC CLUSTER ENVIRONMENT ON THE STAR FORMATION AND STRUCTURE OF GALAXIES;3200139;13. Progreso_GC_otras_fuentes;13.1 I+D relacionada con las cs. naturales;Enseñanza superior;Valparaíso;con EG;sin ECC;Concurso;27376;28443,664
01-01-2023;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.03.160;Fondo Nacional de Desarrollo Científico y Tecnológico;POSTDOCTORADO;THE INFLUENCE OF DYNAMIC CLUSTER ENVIRONMENT ON THE STAR FORMATION AND STRUCTURE OF GALAXIES;3200139;13. Progreso_GC_otras_fuentes;13.1 I+D relacionada con las cs. naturales;Enseñanza superior;Valparaíso;con EG;sin ECC;Concurso;27656;27656
01-01-2022;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.03.160;Fondo Nacional de Desarrollo Científico y Tecnológico;POSTDOCTORADO;ONTOLOGICAL PRAGMATISM;3200141;13. Progreso_GC_otras_fuentes;13.6 I+D relacionada con las humanidades y arte;Enseñanza superior;Metropolitana de Stgo.;con EG;sin ECC;Concurso;27596;28672,244
01-01-2023;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.03.160;Fondo Nacional de Desarrollo Científico y Tecnológico;POSTDOCTORADO;ONTOLOGICAL PRAGMATISM;3200141;13. Progreso_GC_otras_fuentes;13.6 I+D relacionada con las humanidades y arte;Enseñanza superior;Metropolitana de Stgo.;con EG;sin ECC;Concurso;28076;28076
01-01-2022;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.03.160;Fondo Nacional de Desarrollo Científico y Tecnológico;POSTDOCTORADO;CONDUCTA DE EVITACION Y GENERALIZACION DEL MIEDO CONDICIONADO COMO MARCADORES PSICOPATOLOGICOS: UN ESTUDIO PROSPECTIVO.;3200153;13. Progreso_GC_otras_fuentes;13.5 I+D relacionada con las cs. sociales;Enseñanza superior;Metropolitana de Stgo.;con EG;sin ECC;Concurso;41828,7;43460,0193
01-01-2022;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.03.160;Fondo Nacional de Desarrollo Científico y Tecnológico;POSTDOCTORADO;UNA HISTORIA DE DESENCUENTROS: LA VINCULACION ENTRE LOS MOVIMIENTOS ESTUDIANTILES FEMINISTAS Y LOS PARTIDOS POLITICOS;3200160;13. Progreso_GC_otras_fuentes;13.5 I+D relacionada con las cs. sociales;Enseñanza superior;Metropolitana de Stgo.;con EG;sin ECC;Concurso;9040;9392,56
01-01-2022;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.03.160;Fondo Nacional de Desarrollo Científico y Tecnológico;POSTDOCTORADO;NUEVAS MEMBRANAS POLIMERICAS ANTIINCRUSTANTES Y ANTIESCALANTES PARA LA RECUPERACION DE AGUA Y VALIOSOS DESDE SALMUERAS DE OSMOSIS INVERSA MEDIANTE PROCESOS DE CRISTALIZACION POR MEMBRANA;3200164;13. Progreso_GC_otras_fuentes;13.2 I+D relacionada con la ingeniería;Enseñanza superior;Metropolitana de Stgo.;con EG;sin ECC;Concurso;28076;29170,964
01-01-2022;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.03.160;Fondo Nacional de Desarrollo Científico y Tecnológico;POSTDOCTORADO;EN LA BUSQUEDA DE UN SENSOR PARA LA DETERMINACION DE DROGAS-Z EN FLUIDOS ORALES Y EN FORMULACIONES FARMACEUTICAS;3200165;13. Progreso_GC_otras_fuentes;13.1 I+D relacionada con las cs. naturales;Enseñanza superior;Metropolitana de Stgo.;con EG;sin ECC;Concurso;28076;29170,964
01-01-2022;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.03.160;Fondo Nacional de Desarrollo Científico y Tecnológico;POSTDOCTORADO;LOS EPISODIOS DE ENCUENTRO Y SU RELACION CON EL CAMBIO EN EL CONOCIMIENTO RELACIONAL IMPLICITO EN PSICOTERAPIA;3200169;13. Progreso_GC_otras_fuentes;13.5 I+D relacionada con las cs. sociales;Enseñanza superior;Metropolitana de Stgo.;con EG;sin ECC;Concurso;15570;16177,23
01-01-2022;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.03.160;Fondo Nacional de Desarrollo Científico y Tecnológico;POSTDOCTORADO;GLOCAL AMAUTAS: ITINERARIOS EDUCATIVO-INSTITUCIONALES EN DORA MAYER, ALBERT GIESECKE, JOSE ANTONIO ENCINAS Y JOSE MARIA ARGUEDAS;3200171;13. Progreso_GC_otras_fuentes;13.6 I+D relacionada con las humanidades y arte;Enseñanza superior;Metropolitana de Stgo.;con EG;sin ECC;Concurso;25596;26594,244
01-01-2023;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.03.160;Fondo Nacional de Desarrollo Científico y Tecnológico;POSTDOCTORADO;GLOCAL AMAUTAS: ITINERARIOS EDUCATIVO-INSTITUCIONALES EN DORA MAYER, ALBERT GIESECKE, JOSE ANTONIO ENCINAS Y JOSE MARIA ARGUEDAS;3200171;13. Progreso_GC_otras_fuentes;13.6 I+D relacionada con las humanidades y arte;Enseñanza superior;Metropolitana de Stgo.;con EG;sin ECC;Concurso;26076;26076
01-01-2022;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.03.160;Fondo Nacional de Desarrollo Científico y Tecnológico;POSTDOCTORADO;"""UNVEILING THE IMPACT OF SKELETAL MUSCLE IMMUNE-LIKE RESPONSE ON THE MUSCLE GROWTH OF THE ATLANTIC SALMON (SALMO SALAR)”";3200172;13. Progreso_GC_otras_fuentes;13.4 I+D relacionada con las cs. agrícolas;Enseñanza superior;Valparaíso;con EG;sin ECC;Concurso;28076;29170,964
01-01-2022;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.03.160;Fondo Nacional de Desarrollo Científico y Tecnológico;POSTDOCTORADO;ESTUDIO DEL DESEMPEÑO CATALITICO DE NUEVOS DERIVADOS PORFIRINICOS CON LIGANDOS FERROCENIL-TRIAZOL, COMO SEGUNDA ESFERA DE COORDINACION, EN LA REDUCCION DE OXIGENO MOLECULAR.;3200196;13. Progreso_GC_otras_fuentes;13.1 I+D relacionada con las cs. naturales;Enseñanza superior;Metropolitana de Stgo.;con EG;sin ECC;Concurso;28076;29170,964
01-01-2022;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.03.160;Fondo Nacional de Desarrollo Científico y Tecnológico;POSTDOCTORADO;CULTURAS DEL TRABAJO EN LAS PRACTICAS LABORALES AUTOGESTIONARIAS: REPRESENTACIONES DEL TRABAJO, ORGANIZACION LABORAL Y RELACIONES DE GENERO EN LAS INICIATIVAS EMERGENTES DE LA REGION METROPOLITANA Y DEL BIO BIO.;3200197;13. Progreso_GC_otras_fuentes;13.5 I+D relacionada con las cs. sociales;Enseñanza superior;Biobío;con EG;sin ECC;Concurso;26376;27404,664
01-01-2022;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.03.160;Fondo Nacional de Desarrollo Científico y Tecnológico;POSTDOCTORADO;MATERIALES ELECTROACTIVOS EN BASE A MOLECULAS DIPIRIDINICAS CONJUGADAS, EVALUACION COMO INTERRUPTORES MOLECULARES;3200199;13. Progreso_GC_otras_fuentes;13.1 I+D relacionada con las cs. naturales;Enseñanza superior;Metropolitana de Stgo.;con EG;sin ECC;Concurso;28076;29170,964
01-01-2022;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.03.160;Fondo Nacional de Desarrollo Científico y Tecnológico;POSTDOCTORADO;AUXETIC ANTIBACTERIAL AND BIOCOMPATIBLE METAL DOPED ZWITTERION ACRYLAMIDE COPOLYMER (CORE)/BACTERIAL CELLULOSE (SHELL) HYDROGELS FOR WOUND HEALING APPLICATION;3200207;13. Progreso_GC_otras_fuentes;13.2 I+D relacionada con la ingeniería;Enseñanza superior;Metropolitana de Stgo.;con EG;sin ECC;Concurso;27596;28672,244
01-01-2023;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.03.160;Fondo Nacional de Desarrollo Científico y Tecnológico;POSTDOCTORADO;AUXETIC ANTIBACTERIAL AND BIOCOMPATIBLE METAL DOPED ZWITTERION ACRYLAMIDE COPOLYMER (CORE)/BACTERIAL CELLULOSE (SHELL) HYDROGELS FOR WOUND HEALING APPLICATION;3200207;13. Progreso_GC_otras_fuentes;13.2 I+D relacionada con la ingeniería;Enseñanza superior;Metropolitana de Stgo.;con EG;sin ECC;Concurso;27588;27588
01-01-2022;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.03.160;Fondo Nacional de Desarrollo Científico y Tecnológico;POSTDOCTORADO;NUEVAS BATERIAS SECUNDARIAS ION-NA BASADAS EN ANODOS DE QUANTUM DOTS DE CARBONO Y CATODOS DE RODIZONATO DE SODIO NANOESTRUCTURADO.;3200216;13. Progreso_GC_otras_fuentes;13.1 I+D relacionada con las cs. naturales;Enseñanza superior;La Araucanía;con EG;sin ECC;Concurso;10500;10909,5
01-01-2022;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.03.160;Fondo Nacional de Desarrollo Científico y Tecnológico;POSTDOCTORADO;TERMINOLOGIA NEOLOGICA MAPUCHE DEL AMBITO JURIDICO: EVALUACION DE SU POTENCIAL DE IMPLANTACION;3200223;13. Progreso_GC_otras_fuentes;13.6 I+D relacionada con las humanidades y arte;Enseñanza superior;Valparaíso;con EG;sin ECC;Concurso;28076;29170,964
01-01-2022;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.03.160;Fondo Nacional de Desarrollo Científico y Tecnológico;POSTDOCTORADO;EFECTOS DEL THC EN LA CONDUCTA MATERNA Y LA CONDUCTA SOCIAL DE LAS CRIAS DE RATAS;3200226;13. Progreso_GC_otras_fuentes;13.5 I+D relacionada con las cs. sociales;Enseñanza superior;Metropolitana de Stgo.;con EG;sin ECC;Concurso;10500;10909,5
