Año;Tipo.UI;Cuadrante;Partida.Institucional;Institución;Programa.pptario;Clasificador;Partida.de.gastos;Programa/.Instrumento/.Concurso;Nombre.de.la.Iniciativa;Código;OSE.(NABS).Categoría;OSE.(NABS).Subcategoría;SE;Región;EG;ECC;MF;GBARD.M$.corriente;GBARD
01-01-2023;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.221;Becas Nacionales Postgrado;ANID NACIONAL _ DOCTORADO;DOCTORADO EN CIENCIAS AGRARIAS;21220564;13. Progreso_GC_otras_fuentes;13.4 I+D relacionada con las cs. agrícolas;Otros ejecutores;Maule;con EG;sin ECC;Concurso;17605,712;17605,712
01-01-2022;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.221;Becas Nacionales Postgrado;ANID NACIONAL _ DOCTORADO;DOCTORADO EN CIENCIAS DE RECURSOS NATURALES;21220841;13. Progreso_GC_otras_fuentes;13.4 I+D relacionada con las cs. agrícolas;Otros ejecutores;La Araucanía;con EG;sin ECC;Concurso;11064,496;11496,01134
01-01-2023;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.221;Becas Nacionales Postgrado;ANID NACIONAL _ DOCTORADO;DOCTORADO EN CIENCIAS DE RECURSOS NATURALES;21220841;13. Progreso_GC_otras_fuentes;13.4 I+D relacionada con las cs. agrícolas;Otros ejecutores;La Araucanía;con EG;sin ECC;Concurso;14927,712;14927,712
01-01-2022;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.221;Becas Nacionales Postgrado;ANID NACIONAL _ DOCTORADO;DOCTORADO EN CIENCIAS SILVOAGROPECUARIAS Y VETERINARIAS;21220844;13. Progreso_GC_otras_fuentes;13.4 I+D relacionada con las cs. agrícolas;Otros ejecutores;Metropolitana de Stgo.;con EG;sin ECC;Concurso;12241,519;12718,93824
01-01-2023;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.221;Becas Nacionales Postgrado;ANID NACIONAL _ DOCTORADO;DOCTORADO EN CIENCIAS SILVOAGROPECUARIAS Y VETERINARIAS;21220844;13. Progreso_GC_otras_fuentes;13.4 I+D relacionada con las cs. agrícolas;Otros ejecutores;Metropolitana de Stgo.;con EG;sin ECC;Concurso;14927,712;14927,712
01-01-2022;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.221;Becas Nacionales Postgrado;ANID NACIONAL _ DOCTORADO;DOCTORADO EN CIENCIAS AGROALIMENTARIAS;21220912;13. Progreso_GC_otras_fuentes;13.4 I+D relacionada con las cs. agrícolas;Otros ejecutores;Valparaíso;con EG;sin ECC;Concurso;12241,52;12718,93928
01-01-2023;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.221;Becas Nacionales Postgrado;ANID NACIONAL _ DOCTORADO;DOCTORADO EN CIENCIAS AGROALIMENTARIAS;21220912;13. Progreso_GC_otras_fuentes;13.4 I+D relacionada con las cs. agrícolas;Otros ejecutores;Valparaíso;con EG;sin ECC;Concurso;14927,712;14927,712
01-01-2022;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.221;Becas Nacionales Postgrado;ANID NACIONAL _ DOCTORADO;DOCTORADO EN CIENCIAS AGRARIAS;21220957;13. Progreso_GC_otras_fuentes;13.4 I+D relacionada con las cs. agrícolas;Otros ejecutores;Los Ríos;con EG;sin ECC;Concurso;12241,519;12718,93824
01-01-2023;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.221;Becas Nacionales Postgrado;ANID NACIONAL _ DOCTORADO;DOCTORADO EN CIENCIAS AGRARIAS;21220957;13. Progreso_GC_otras_fuentes;13.4 I+D relacionada con las cs. agrícolas;Otros ejecutores;Los Ríos;con EG;sin ECC;Concurso;14927,712;14927,712
01-01-2022;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.221;Becas Nacionales Postgrado;ANID NACIONAL _ DOCTORADO;DOCTORADO EN CIENCIAS AGRARIAS;21220980;13. Progreso_GC_otras_fuentes;13.4 I+D relacionada con las cs. agrícolas;Otros ejecutores;Los Ríos;con EG;sin ECC;Concurso;13098,143;13608,97058
01-01-2023;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.221;Becas Nacionales Postgrado;ANID NACIONAL _ DOCTORADO;DOCTORADO EN CIENCIAS AGRARIAS;21220980;13. Progreso_GC_otras_fuentes;13.4 I+D relacionada con las cs. agrícolas;Otros ejecutores;Los Ríos;con EG;sin ECC;Concurso;24833,564;24833,564
01-01-2022;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.221;Becas Nacionales Postgrado;ANID NACIONAL _ DOCTORADO;DOCTORADO EN CIENCIAS AGROALIMENTARIAS;21221119;13. Progreso_GC_otras_fuentes;13.4 I+D relacionada con las cs. agrícolas;Otros ejecutores;Valparaíso;con EG;sin ECC;Concurso;12669,831;13163,95441
01-01-2023;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.221;Becas Nacionales Postgrado;ANID NACIONAL _ DOCTORADO;DOCTORADO EN CIENCIAS AGROALIMENTARIAS;21221119;13. Progreso_GC_otras_fuentes;13.4 I+D relacionada con las cs. agrícolas;Otros ejecutores;Valparaíso;con EG;sin ECC;Concurso;18491,069;18491,069
01-01-2022;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.221;Becas Nacionales Postgrado;ANID NACIONAL _ DOCTORADO;DOCTORADO EN CIENCIAS AGROALIMENTARIAS;21221156;13. Progreso_GC_otras_fuentes;13.4 I+D relacionada con las cs. agrícolas;Otros ejecutores;Valparaíso;con EG;sin ECC;Concurso;13098,143;13608,97058
01-01-2023;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.221;Becas Nacionales Postgrado;ANID NACIONAL _ DOCTORADO;DOCTORADO EN CIENCIAS AGROALIMENTARIAS;21221156;13. Progreso_GC_otras_fuentes;13.4 I+D relacionada con las cs. agrícolas;Otros ejecutores;Valparaíso;con EG;sin ECC;Concurso;16006,32;16006,32
01-01-2022;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.221;Becas Nacionales Postgrado;ANID NACIONAL _ DOCTORADO;DOCTORADO EN CIENCIAS DE LA ACUICULTURA;21221166;13. Progreso_GC_otras_fuentes;13.4 I+D relacionada con las cs. agrícolas;Otros ejecutores;Los Ríos;con EG;sin ECC;Concurso;10704,465;11121,93914
01-01-2023;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.221;Becas Nacionales Postgrado;ANID NACIONAL _ DOCTORADO;DOCTORADO EN CIENCIAS DE LA ACUICULTURA;21221166;13. Progreso_GC_otras_fuentes;13.4 I+D relacionada con las cs. agrícolas;Otros ejecutores;Los Ríos;con EG;sin ECC;Concurso;14927,712;14927,712
01-01-2022;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.221;Becas Nacionales Postgrado;ANID NACIONAL _ DOCTORADO;DOCTORADO EN CIENCIAS AGRARIAS;21221179;13. Progreso_GC_otras_fuentes;13.4 I+D relacionada con las cs. agrícolas;Otros ejecutores;Los Ríos;con EG;sin ECC;Concurso;11230,664;11668,6599
01-01-2023;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.221;Becas Nacionales Postgrado;ANID NACIONAL _ DOCTORADO;DOCTORADO EN CIENCIAS AGRARIAS;21221179;13. Progreso_GC_otras_fuentes;13.4 I+D relacionada con las cs. agrícolas;Otros ejecutores;Los Ríos;con EG;sin ECC;Concurso;14927,712;14927,712
01-01-2022;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.221;Becas Nacionales Postgrado;ANID NACIONAL _ DOCTORADO;DOCTORADO EN CIENCIAS AGRARIAS;21221384;13. Progreso_GC_otras_fuentes;13.4 I+D relacionada con las cs. agrícolas;Otros ejecutores;Maule;con EG;sin ECC;Concurso;12241,52;12718,93928
01-01-2023;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.221;Becas Nacionales Postgrado;ANID NACIONAL _ DOCTORADO;DOCTORADO EN CIENCIAS AGRARIAS;21221384;13. Progreso_GC_otras_fuentes;13.4 I+D relacionada con las cs. agrícolas;Otros ejecutores;Maule;con EG;sin ECC;Concurso;14927,712;14927,712
01-01-2022;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.221;Becas Nacionales Postgrado;ANID NACIONAL _ DOCTORADO;DOCTORADO EN CIENCIAS SILVOAGROPECUARIAS Y VETERINARIAS;21221386;13. Progreso_GC_otras_fuentes;13.4 I+D relacionada con las cs. agrícolas;Otros ejecutores;Metropolitana de Stgo.;con EG;sin ECC;Concurso;11258,358;11697,43396
01-01-2023;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.221;Becas Nacionales Postgrado;ANID NACIONAL _ DOCTORADO;DOCTORADO EN CIENCIAS SILVOAGROPECUARIAS Y VETERINARIAS;21221386;13. Progreso_GC_otras_fuentes;13.4 I+D relacionada con las cs. agrícolas;Otros ejecutores;Metropolitana de Stgo.;con EG;sin ECC;Concurso;14927,712;14927,712
01-01-2022;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.221;Becas Nacionales Postgrado;ANID NACIONAL _ DOCTORADO;DOCTORADO EN CIENCIAS DE LA AGRONOMIA;21221453;13. Progreso_GC_otras_fuentes;13.4 I+D relacionada con las cs. agrícolas;Otros ejecutores;Biobío;con EG;sin ECC;Concurso;12241,519;12718,93824
01-01-2023;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.221;Becas Nacionales Postgrado;ANID NACIONAL _ DOCTORADO;DOCTORADO EN CIENCIAS DE LA AGRONOMIA;21221453;13. Progreso_GC_otras_fuentes;13.4 I+D relacionada con las cs. agrícolas;Otros ejecutores;Biobío;con EG;sin ECC;Concurso;14927,712;14927,712
01-01-2022;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.221;Becas Nacionales Postgrado;ANID NACIONAL _ DOCTORADO;DOCTORADO EN CIENCIAS DE LA ACUICULTURA;21221681;13. Progreso_GC_otras_fuentes;13.4 I+D relacionada con las cs. agrícolas;Otros ejecutores;Los Ríos;con EG;sin ECC;Concurso;10704,465;11121,93914
01-01-2023;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.221;Becas Nacionales Postgrado;ANID NACIONAL _ DOCTORADO;DOCTORADO EN CIENCIAS DE LA ACUICULTURA;21221681;13. Progreso_GC_otras_fuentes;13.4 I+D relacionada con las cs. agrícolas;Otros ejecutores;Los Ríos;con EG;sin ECC;Concurso;14927,712;14927,712
01-01-2022;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.221;Becas Nacionales Postgrado;ANID NACIONAL _ DOCTORADO;DOCTORADO EN CIENCIAS SILVOAGROPECUARIAS Y VETERINARIAS;21221714;13. Progreso_GC_otras_fuentes;13.4 I+D relacionada con las cs. agrícolas;Otros ejecutores;Metropolitana de Stgo.;con EG;sin ECC;Concurso;11258,358;11697,43396
01-01-2023;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.221;Becas Nacionales Postgrado;ANID NACIONAL _ DOCTORADO;DOCTORADO EN CIENCIAS SILVOAGROPECUARIAS Y VETERINARIAS;21221714;13. Progreso_GC_otras_fuentes;13.4 I+D relacionada con las cs. agrícolas;Otros ejecutores;Metropolitana de Stgo.;con EG;sin ECC;Concurso;14927,712;14927,712
01-01-2022;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.221;Becas Nacionales Postgrado;ANID NACIONAL _ DOCTORADO;DOCTORADO EN CIENCIAS DE RECURSOS NATURALES;21221783;13. Progreso_GC_otras_fuentes;13.4 I+D relacionada con las cs. agrícolas;Otros ejecutores;La Araucanía;con EG;sin ECC;Concurso;12241,519;12718,93824
01-01-2023;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.221;Becas Nacionales Postgrado;ANID NACIONAL _ DOCTORADO;DOCTORADO EN CIENCIAS DE RECURSOS NATURALES;21221783;13. Progreso_GC_otras_fuentes;13.4 I+D relacionada con las cs. agrícolas;Otros ejecutores;La Araucanía;con EG;sin ECC;Concurso;14927,712;14927,712
01-01-2022;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.221;Becas Nacionales Postgrado;ANID NACIONAL _ DOCTORADO;DOCTORADO EN CIENCIAS DE RECURSOS NATURALES;21221942;13. Progreso_GC_otras_fuentes;13.4 I+D relacionada con las cs. agrícolas;Otros ejecutores;La Araucanía;con EG;sin ECC;Concurso;14919,519;15501,38024
01-01-2023;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.221;Becas Nacionales Postgrado;ANID NACIONAL _ DOCTORADO;DOCTORADO EN CIENCIAS DE RECURSOS NATURALES;21221942;13. Progreso_GC_otras_fuentes;13.4 I+D relacionada con las cs. agrícolas;Otros ejecutores;La Araucanía;con EG;sin ECC;Concurso;17605,712;17605,712
01-01-2022;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.221;Becas Nacionales Postgrado;ANID NACIONAL _ DOCTORADO;DOCTORADO EN MEDICINA DE LA CONSERVACION;21222009;13. Progreso_GC_otras_fuentes;13.4 I+D relacionada con las cs. agrícolas;Otros ejecutores;Metropolitana de Stgo.;con EG;sin ECC;Concurso;12415,249;12899,44371
01-01-2023;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.221;Becas Nacionales Postgrado;ANID NACIONAL _ DOCTORADO;DOCTORADO EN MEDICINA DE LA CONSERVACION;21222009;13. Progreso_GC_otras_fuentes;13.4 I+D relacionada con las cs. agrícolas;Otros ejecutores;Metropolitana de Stgo.;con EG;sin ECC;Concurso;16006,32;16006,32
01-01-2022;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.221;Becas Nacionales Postgrado;ANID NACIONAL _ DOCTORADO;DOCTORADO EN CIENCIAS SILVOAGROPECUARIAS Y VETERINARIAS;21222070;13. Progreso_GC_otras_fuentes;13.4 I+D relacionada con las cs. agrícolas;Otros ejecutores;Metropolitana de Stgo.;con EG;sin ECC;Concurso;11258,358;11697,43396
01-01-2023;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.221;Becas Nacionales Postgrado;ANID NACIONAL _ DOCTORADO;DOCTORADO EN CIENCIAS SILVOAGROPECUARIAS Y VETERINARIAS;21222070;13. Progreso_GC_otras_fuentes;13.4 I+D relacionada con las cs. agrícolas;Otros ejecutores;Metropolitana de Stgo.;con EG;sin ECC;Concurso;14927,712;14927,712
01-01-2022;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.221;Becas Nacionales Postgrado;ANID NACIONAL _ DOCTORADO;DOCTORADO EN CIENCIAS AGRARIAS MENCION SANIDAD VEGETAL;21220372;13. Progreso_GC_otras_fuentes;13.4 I+D relacionada con las cs. agrícolas;Otros ejecutores;Maule;con EG;sin ECC;Concurso;12241,519;12718,93824
01-01-2023;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.221;Becas Nacionales Postgrado;ANID NACIONAL _ DOCTORADO;DOCTORADO EN CIENCIAS AGRARIAS MENCION SANIDAD VEGETAL;21220372;13. Progreso_GC_otras_fuentes;13.4 I+D relacionada con las cs. agrícolas;Otros ejecutores;Maule;con EG;sin ECC;Concurso;14927,712;14927,712
01-01-2022;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.221;Becas Nacionales Postgrado;ANID NACIONAL _ DOCTORADO;DOCTORADO EN ACUICULTURA;21220865;13. Progreso_GC_otras_fuentes;13.4 I+D relacionada con las cs. agrícolas;Otros ejecutores;Antofagasta;con EG;sin ECC;Concurso;12020,688;12489,49483
01-01-2023;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.221;Becas Nacionales Postgrado;ANID NACIONAL _ DOCTORADO;DOCTORADO EN ACUICULTURA;21220865;13. Progreso_GC_otras_fuentes;13.4 I+D relacionada con las cs. agrícolas;Otros ejecutores;Antofagasta;con EG;sin ECC;Concurso;16006,32;16006,32
01-01-2022;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.221;Becas Nacionales Postgrado;ANID NACIONAL _ DOCTORADO;DOCTORADO EN ACUICULTURA;21221395;13. Progreso_GC_otras_fuentes;13.4 I+D relacionada con las cs. agrícolas;Otros ejecutores;Antofagasta;con EG;sin ECC;Concurso;9788,154;10169,89201
01-01-2023;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.221;Becas Nacionales Postgrado;ANID NACIONAL _ DOCTORADO;DOCTORADO EN ACUICULTURA;21221395;13. Progreso_GC_otras_fuentes;13.4 I+D relacionada con las cs. agrícolas;Otros ejecutores;Antofagasta;con EG;sin ECC;Concurso;19316,309;19316,309
01-01-2022;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.221;Becas Nacionales Postgrado;ANID NACIONAL _ DOCTORADO;DOCTORADO EN ACUICULTURA;21222008;13. Progreso_GC_otras_fuentes;13.4 I+D relacionada con las cs. agrícolas;Otros ejecutores;Metropolitana de Stgo.;con EG;sin ECC;Concurso;15347,831;15946,39641
01-01-2023;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.221;Becas Nacionales Postgrado;ANID NACIONAL _ DOCTORADO;DOCTORADO EN ACUICULTURA;21222008;13. Progreso_GC_otras_fuentes;13.4 I+D relacionada con las cs. agrícolas;Otros ejecutores;Metropolitana de Stgo.;con EG;sin ECC;Concurso;8180,753;8180,753
01-01-2022;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.221;Becas Nacionales Postgrado;ANID NACIONAL _ DOCTORADO;DOCTORADO EN CIENCIAS SILVOAGROPECUARIAS Y VETERINARIAS;21221863;13. Progreso_GC_otras_fuentes;13.4 I+D relacionada con las cs. agrícolas;Otros ejecutores;Metropolitana de Stgo.;con EG;sin ECC;Concurso;11639,523;12093,4644
01-01-2023;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.221;Becas Nacionales Postgrado;ANID NACIONAL _ DOCTORADO;DOCTORADO EN CIENCIAS SILVOAGROPECUARIAS Y VETERINARIAS;21221863;13. Progreso_GC_otras_fuentes;13.4 I+D relacionada con las cs. agrícolas;Otros ejecutores;Metropolitana de Stgo.;con EG;sin ECC;Concurso;15467,016;15467,016
01-01-2022;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.221;Becas Nacionales Postgrado;ANID NACIONAL _ DOCTORADO;DOCTORADO EN CIENCIAS MENCION BIOLOGIA CELULAR Y MOLECULAR APLICADA;21221225;13. Progreso_GC_otras_fuentes;13.2 I+D relacionada con la ingeniería;Otros ejecutores;La Araucanía;con EG;sin ECC;Concurso;11618,389;12071,50617
01-01-2023;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.221;Becas Nacionales Postgrado;ANID NACIONAL _ DOCTORADO;DOCTORADO EN CIENCIAS MENCION BIOLOGIA CELULAR Y MOLECULAR APLICADA;21221225;13. Progreso_GC_otras_fuentes;13.2 I+D relacionada con la ingeniería;Otros ejecutores;La Araucanía;con EG;sin ECC;Concurso;14761,544;14761,544
01-01-2022;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.221;Becas Nacionales Postgrado;ANID NACIONAL _ DOCTORADO;DOCTORADO EN CIENCIAS AGROALIMENTARIAS;21222076;13. Progreso_GC_otras_fuentes;13.2 I+D relacionada con la ingeniería;Otros ejecutores;Valparaíso;con EG;sin ECC;Concurso;11618,389;12071,50617
01-01-2023;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.221;Becas Nacionales Postgrado;ANID NACIONAL _ DOCTORADO;DOCTORADO EN CIENCIAS AGROALIMENTARIAS;21222076;13. Progreso_GC_otras_fuentes;13.2 I+D relacionada con la ingeniería;Otros ejecutores;Valparaíso;con EG;sin ECC;Concurso;14927,712;14927,712
01-01-2022;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.221;Becas Nacionales Postgrado;ANID NACIONAL _ DOCTORADO;DOCTORADO EN CIENCIAS DE LA INGENIERIA AREA INGENIERIA CIVIL;21221951;13. Progreso_GC_otras_fuentes;13.2 I+D relacionada con la ingeniería;Otros ejecutores;Metropolitana de Stgo.;con EG;sin ECC;Concurso;13526,455;14053,98675
01-01-2023;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.221;Becas Nacionales Postgrado;ANID NACIONAL _ DOCTORADO;DOCTORADO EN CIENCIAS DE LA INGENIERIA AREA INGENIERIA CIVIL;21221951;13. Progreso_GC_otras_fuentes;13.2 I+D relacionada con la ingeniería;Otros ejecutores;Metropolitana de Stgo.;con EG;sin ECC;Concurso;16545,624;16545,624
01-01-2022;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.221;Becas Nacionales Postgrado;ANID NACIONAL _ DOCTORADO;DOCTORADO EN CIENCIAS DE LA AGRONOMIA;21210100;13. Progreso_GC_otras_fuentes;13.4 I+D relacionada con las cs. agrícolas;Otros ejecutores;Biobío;con EG;sin ECC;Concurso;23778,196;24705,54564
01-01-2023;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.221;Becas Nacionales Postgrado;ANID NACIONAL _ DOCTORADO;DOCTORADO EN CIENCIAS DE LA AGRONOMIA;21210100;13. Progreso_GC_otras_fuentes;13.4 I+D relacionada con las cs. agrícolas;Otros ejecutores;Biobío;con EG;sin ECC;Concurso;17605,712;17605,712
01-01-2022;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.221;Becas Nacionales Postgrado;ANID NACIONAL _ DOCTORADO;DOCTORADO EN CIENCIAS DE RECURSOS NATURALES;21210133;13. Progreso_GC_otras_fuentes;13.4 I+D relacionada con las cs. agrícolas;Otros ejecutores;La Araucanía;con EG;sin ECC;Concurso;24420,59;25372,99301
01-01-2023;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.221;Becas Nacionales Postgrado;ANID NACIONAL _ DOCTORADO;DOCTORADO EN CIENCIAS DE RECURSOS NATURALES;21210133;13. Progreso_GC_otras_fuentes;13.4 I+D relacionada con las cs. agrícolas;Otros ejecutores;La Araucanía;con EG;sin ECC;Concurso;18067,016;18067,016
01-01-2022;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.221;Becas Nacionales Postgrado;ANID NACIONAL _ DOCTORADO;DOCTORADO EN CIENCIAS AGRARIAS;21210299;13. Progreso_GC_otras_fuentes;13.4 I+D relacionada con las cs. agrícolas;Otros ejecutores;Maule;con EG;sin ECC;Concurso;23778,196;24705,54564
01-01-2023;Agencia;I. Financiamiento público nacional de proyectos de I+D doméstica;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.221;Becas Nacionales Postgrado;ANID NACIONAL _ DOCTORADO;DOCTORADO EN CIENCIAS AGRARIAS;21210299;13. Progreso_GC_otras_fuentes;13.4 I+D relacionada con las cs. agrícolas;Otros ejecutores;Maule;con EG;sin ECC;Concurso;17605,712;17605,712
